Gene_ids	Treatment1	Treatment2	Treatment3	Controle1	Controle2	Controle3
ENSG00000261069	0	0	0	0	0	0
ENSG00000278715	0	0	0	0	0	0
ENSG00000277785	0	0	0	0	0	0
ENSG00000275127	0	0	0	0	0	0
ENSG00000287482	0	0	0	0	0	0
ENSG00000207375	0	0	0	0	0	0
ENSG00000279735	0	0	0	0	0	0
ENSG00000207279	0	0	0	0	0	0
ENSG00000252326	0	0	0	0	0	0
ENSG00000251815	0	0	0	0	0	0
ENSG00000251896	0	0	0	0	0	0
ENSG00000278123	0	0	0	0	0	0
ENSG00000207245	0	0	0	0	0	0
ENSG00000252277	0	0	0	0	0	0
ENSG00000279050	0	0	0	0	0	0
ENSG00000212428	0	0	0	0	0	0
ENSG00000270814	0	0	0	0	0	0
ENSG00000201831	0	0	0	0	0	0
ENSG00000199712	0	0	0	0	0	0
ENSG00000199970	0	0	0	0	0	0
ENSG00000200680	0	0	0	0	0	0
ENSG00000200503	0	0	0	0	0	0
ENSG00000200812	0	0	0	0	0	0
ENSG00000278089	0	0	0	0	0	0
ENSG00000200726	0	0	0	0	0	0
ENSG00000199782	0	0	0	0	0	0
ENSG00000201943	0	0	0	0	0	0
ENSG00000200486	0	0	0	0	0	0
ENSG00000199453	0	0	0	0	0	0
ENSG00000273835	0	0	0	0	0	0
ENSG00000199960	0	0	0	0	0	0
ENSG00000201679	0	0	0	0	0	0
ENSG00000200757	0	0	0	0	0	0
ENSG00000201482	0	0	0	0	0	0
ENSG00000200163	0	0	0	0	0	0
ENSG00000199968	0	0	0	0	0	0
ENSG00000201969	0	0	0	0	0	0
ENSG00000199833	0	0	0	0	0	0
ENSG00000201326	0	0	0	0	0	0
ENSG00000201331	0	0	0	0	0	0
ENSG00000200398	0	0	0	0	0	0
ENSG00000199489	0	0	0	0	0	0
ENSG00000275524	0	0	0	0	0	0
ENSG00000201300	0	0	0	0	0	0
ENSG00000200801	0	0	0	0	0	0
ENSG00000199704	0	0	0	0	0	0
ENSG00000200987	0	0	0	0	0	0
ENSG00000202188	0	0	0	0	0	0
ENSG00000200949	0	0	0	0	0	0
ENSG00000200593	0	0	0	0	0	0
ENSG00000199311	0	0	0	0	0	0
ENSG00000201992	0	0	0	0	0	0
ENSG00000202499	0	0	0	0	0	0
ENSG00000200638	0	0	0	0	0	0
ENSG00000201907	0	0	0	0	0	0
ENSG00000200564	0	0	0	0	0	0
ENSG00000272460	0	0	0	0	0	0
ENSG00000200478	0	0	0	0	0	0
ENSG00000201143	0	0	0	0	0	0
ENSG00000202373	0	0	0	0	0	0
ENSG00000202261	0	0	0	0	0	0
ENSG00000280234	0	2	1	0	0	0
ENSG00000212380	0	0	0	0	0	0
ENSG00000276844	0	0	0	0	0	0
ENSG00000212528	0	0	0	0	0	0
ENSG00000201634	0	0	0	0	0	0
ENSG00000239169	0	0	0	0	0	0
ENSG00000114062	1536	1597	1636	1709	1185	1185
ENSG00000261529	0	0	0	1	0	0
ENSG00000235731	0	1	0	0	0	0
ENSG00000223628	0	0	0	0	0	0
ENSG00000206190	0	0	0	0	0	0
ENSG00000222123	0	0	0	0	0	0
ENSG00000266517	0	0	0	0	0	0
ENSG00000259011	0	0	0	0	0	0
ENSG00000206187	0	0	0	0	0	0
ENSG00000258965	1	0	0	0	0	0
ENSG00000212604	0	0	0	0	0	0
ENSG00000258931	0	0	0	0	0	0
ENSG00000259150	0	0	0	0	0	0
ENSG00000286884	0	0	0	0	0	0
ENSG00000235160	0	0	0	0	0	0
ENSG00000287280	0	0	0	0	0	0
ENSG00000166206	0	0	1	2	0	0
ENSG00000278840	0	0	0	0	0	0
ENSG00000235518	0	0	0	0	0	0
ENSG00000242793	0	0	0	0	0	0
ENSG00000186297	0	0	0	0	0	0
ENSG00000259122	0	0	0	0	0	0
ENSG00000182256	0	1	0	0	0	0
ENSG00000228740	0	0	0	0	0	0
ENSG00000214254	0	0	0	0	0	0
ENSG00000200326	0	0	0	0	0	0
ENSG00000258624	0	0	0	0	0	0
ENSG00000261426	0	0	0	0	0	0
ENSG00000258970	0	0	0	0	0	0
ENSG00000259152	0	0	0	0	0	0
ENSG00000259168	0	0	0	0	0	0
ENSG00000258594	0	0	0	0	0	0
ENSG00000287922	0	0	0	0	0	0
ENSG00000258853	0	0	0	0	0	0
ENSG00000104044	0	0	0	0	0	0
ENSG00000232394	0	0	0	0	0	0
ENSG00000228992	2	1	1	1	0	0
ENSG00000128731	906	935	1292	803	1007	1007
ENSG00000256338	60	24	33	7	9	9
ENSG00000261401	0	0	0	0	0	0
ENSG00000261561	0	0	0	0	0	0
ENSG00000237850	0	0	0	0	0	0
ENSG00000261497	0	0	0	0	0	0
ENSG00000153684	0	0	0	0	0	0
ENSG00000276891	0	0	0	0	0	0
ENSG00000261524	0	0	0	0	0	0
ENSG00000276928	0	0	0	0	0	0
ENSG00000274532	0	0	0	0	0	0
ENSG00000266039	0	0	0	0	0	0
ENSG00000284628	0	0	0	0	0	0
ENSG00000260159	0	0	0	0	0	0
ENSG00000261365	0	0	0	0	0	0
ENSG00000263964	0	0	0	0	0	0
ENSG00000274814	0	0	0	0	0	0
ENSG00000260053	0	0	0	0	0	0
ENSG00000183629	0	0	0	0	0	0
ENSG00000276955	0	0	0	0	0	0
ENSG00000261041	0	0	0	0	0	0
ENSG00000227717	0	0	0	0	0	0
ENSG00000260444	0	0	0	0	0	0
ENSG00000261581	0	0	0	0	0	0
ENSG00000206149	86	87	85	69	81	81
ENSG00000254398	0	0	0	0	0	0
ENSG00000188626	2	0	2	0	2	2
ENSG00000274632	0	0	0	0	0	0
ENSG00000261480	0	0	0	0	0	0
ENSG00000248334	5	5	0	5	1	1
ENSG00000260844	0	0	0	0	0	0
ENSG00000232431	0	0	0	0	0	0
ENSG00000256951	0	0	0	0	0	0
ENSG00000261377	1	0	1	0	0	0
ENSG00000271616	0	0	0	0	0	0
ENSG00000261649	0	0	0	0	0	0
ENSG00000270301	0	0	0	0	0	0
ENSG00000287894	0	0	0	0	0	0
ENSG00000034053	58	30	65	33	48	48
ENSG00000259277	0	0	0	0	0	0
ENSG00000104059	8	3	5	8	9	9
ENSG00000259299	1	1	1	2	0	0
ENSG00000252868	0	0	0	0	0	0
ENSG00000185115	304	222	251	368	326	326
ENSG00000259690	0	0	0	0	0	0
ENSG00000259814	0	0	0	0	0	0
ENSG00000259300	0	0	0	0	0	0
ENSG00000287334	0	0	0	0	0	0
ENSG00000256802	10	2	2	7	6	6
ENSG00000104067	2193	2679	2999	2916	2349	2349
ENSG00000259644	0	1	0	1	0	0
ENSG00000234664	0	0	0	0	0	0
ENSG00000259523	8	13	13	7	7	7
ENSG00000259749	1	0	0	0	0	0
ENSG00000259647	0	0	0	1	0	0
ENSG00000260174	0	0	0	1	0	0
ENSG00000229389	0	0	0	0	0	0
ENSG00000179938	0	0	1	1	0	0
ENSG00000273818	0	0	0	0	0	0
ENSG00000261792	0	0	0	0	0	0
ENSG00000178081	0	1	0	0	0	0
ENSG00000207432	0	0	0	0	0	0
ENSG00000261247	0	0	0	0	0	0
ENSG00000277637	0	0	0	0	0	0
ENSG00000260897	0	0	0	0	0	0
ENSG00000261747	0	0	0	0	0	0
ENSG00000259906	0	0	0	0	0	0
ENSG00000225930	0	0	0	0	0	0
ENSG00000259993	1	0	0	0	0	0
ENSG00000206972	0	0	0	0	0	0
ENSG00000270955	0	0	0	0	0	0
ENSG00000279417	0	0	0	0	0	0
ENSG00000238783	0	0	0	0	0	0
ENSG00000166664	0	0	0	0	0	0
ENSG00000263070	0	0	0	0	0	0
ENSG00000238519	0	0	0	0	0	0
ENSG00000274966	0	0	0	0	0	0
ENSG00000186399	0	1	4	1	6	6
ENSG00000274424	0	0	0	0	0	0
ENSG00000271333	0	0	0	0	0	0
ENSG00000215302	10	6	5	4	3	3
ENSG00000270055	22	16	17	10	10	10
ENSG00000283345	0	0	0	0	0	0
ENSG00000260784	0	1	0	0	0	0
ENSG00000260693	0	0	0	0	0	0
ENSG00000178115	0	0	0	0	0	0
ENSG00000277031	0	0	0	0	0	0
ENSG00000259890	0	0	0	0	0	0
ENSG00000260128	0	0	0	0	1	1
ENSG00000207430	0	0	0	0	0	0
ENSG00000261794	0	2	2	4	2	2
ENSG00000270016	0	0	0	0	0	0
ENSG00000277467	0	0	0	0	0	0
ENSG00000269930	0	0	0	0	0	0
ENSG00000247728	2	0	2	0	0	0
ENSG00000285077	30	33	40	14	14	14
ENSG00000284906	0	1	0	1	3	3
ENSG00000285035	0	0	0	0	0	0
ENSG00000187951	161	137	168	108	104	104
ENSG00000206846	0	0	0	0	0	0
ENSG00000284783	0	1	0	0	0	0
ENSG00000103832	0	2	1	1	0	0
ENSG00000278696	0	0	0	0	0	0
ENSG00000259845	3	5	2	1	3	3
ENSG00000260382	3	1	1	0	1	1
ENSG00000198690	432	425	573	435	418	418
ENSG00000261628	0	1	1	0	0	0
ENSG00000166912	267	292	317	374	284	284
ENSG00000212526	0	0	0	0	0	0
ENSG00000259720	1	0	0	0	0	0
ENSG00000134160	1	0	0	0	1	1
ENSG00000207702	0	0	0	0	0	0
ENSG00000259448	2	1	1	3	1	1
ENSG00000259772	1	3	2	1	2	2
ENSG00000169926	830	550	867	672	863	863
ENSG00000259179	0	0	0	1	0	0
ENSG00000259696	0	1	2	0	0	0
ENSG00000169918	32	26	30	18	34	34
ENSG00000259358	0	1	0	0	0	0
ENSG00000277500	0	0	0	0	0	0
ENSG00000175344	0	0	1	1	0	0
ENSG00000206849	0	0	0	0	0	0
ENSG00000201084	0	0	0	0	0	0
ENSG00000279912	0	0	0	0	0	0
ENSG00000271078	0	0	0	0	0	0
ENSG00000207257	0	0	0	0	0	0
ENSG00000260211	0	0	0	0	0	0
ENSG00000260642	0	0	0	0	0	0
ENSG00000288627	0	0	0	0	0	0
ENSG00000261491	0	0	0	0	0	0
ENSG00000249931	0	0	0	0	0	0
ENSG00000275776	0	0	0	0	0	0
ENSG00000215304	0	0	0	0	0	0
ENSG00000261279	0	0	0	0	0	0
ENSG00000206987	0	0	0	0	0	0
ENSG00000261708	0	0	0	0	0	0
ENSG00000206127	0	0	0	0	0	0
ENSG00000274076	0	0	0	0	0	0
ENSG00000270789	0	0	0	0	0	0
ENSG00000261375	0	0	0	0	0	0
ENSG00000254912	1	0	0	0	0	0
ENSG00000223509	11	8	16	10	7	7
ENSG00000261064	2	3	1	3	0	0
ENSG00000276724	0	1	0	0	0	0
ENSG00000262728	1	2	1	3	2	2
ENSG00000232653	3	1	2	2	2	2
ENSG00000277464	0	0	0	0	0	0
ENSG00000244952	1	2	1	0	2	2
ENSG00000198826	1505	1579	1516	1128	804	804
ENSG00000285948	0	0	1	0	0	0
ENSG00000166922	7	5	2	10	8	8
ENSG00000241818	0	0	0	0	0	0
ENSG00000259721	0	0	0	0	0	0
ENSG00000166923	0	0	0	0	2	2
ENSG00000248905	478	806	795	242	223	223
ENSG00000259392	1	1	0	0	0	0
ENSG00000212415	0	0	0	0	0	0
ENSG00000259686	10	10	4	0	0	0
ENSG00000279958	0	0	0	0	0	0
ENSG00000215296	0	0	0	0	0	0
ENSG00000259446	0	0	0	0	0	0
ENSG00000198838	7	16	13	8	7	7
ENSG00000200008	0	0	0	0	0	0
ENSG00000276702	0	0	0	0	1	1
ENSG00000259408	0	4	1	1	2	2
ENSG00000259287	0	2	0	2	2	2
ENSG00000169857	341	209	239	232	186	186
ENSG00000184984	1	3	2	1	2	2
ENSG00000278472	1	7	2	3	2	2
ENSG00000287840	0	0	0	0	0	0
ENSG00000259505	0	0	0	0	0	0
ENSG00000134153	1030	632	780	934	747	747
ENSG00000243094	1	1	2	0	0	0
ENSG00000182405	100	107	124	110	102	102
ENSG00000134152	301	263	270	287	175	175
ENSG00000128463	835	502	684	736	817	817
ENSG00000140199	217	236	311	373	350	350
ENSG00000259468	0	0	0	0	0	0
ENSG00000207091	0	0	0	0	0	0
ENSG00000182117	1168	654	838	944	888	888
ENSG00000184507	0	1	4	1	0	0
ENSG00000176454	618	333	579	368	613	613
ENSG00000259904	2	6	9	0	4	4
ENSG00000175265	215	223	286	146	184	184
ENSG00000221649	0	0	0	0	0	0
ENSG00000260639	0	0	0	0	0	0
ENSG00000261081	0	0	0	0	0	0
ENSG00000279092	0	0	0	0	0	0
ENSG00000259917	11	7	9	9	8	8
ENSG00000261559	0	0	0	0	0	0
ENSG00000278582	0	0	0	0	0	0
ENSG00000215252	77	85	88	40	76	76
ENSG00000221065	0	0	0	0	0	0
ENSG00000259892	0	0	0	0	0	0
ENSG00000252425	0	0	0	0	0	0
ENSG00000261304	0	1	0	0	0	0
ENSG00000287973	0	0	0	0	0	0
ENSG00000159248	0	0	0	0	0	0
ENSG00000250007	0	0	0	0	0	0
ENSG00000159251	0	0	0	3	0	0
ENSG00000259751	15	13	12	1	0	0
ENSG00000021776	1208	1295	1409	1458	1074	1074
ENSG00000231409	10	4	3	2	0	0
ENSG00000198146	600	839	843	820	548	548
ENSG00000279364	0	0	0	0	0	0
ENSG00000259181	0	0	0	0	0	0
ENSG00000280396	0	0	0	0	0	0
ENSG00000259587	0	0	0	0	0	0
ENSG00000259665	0	0	1	0	0	0
ENSG00000255192	0	0	0	0	0	0
ENSG00000259397	3	4	0	1	1	1
ENSG00000259336	1	1	1	0	2	2
ENSG00000259592	2	1	2	0	2	2
ENSG00000259516	0	0	5	5	1	1
ENSG00000134146	275	187	227	227	184	184
ENSG00000259710	0	0	0	0	0	0
ENSG00000259585	6	0	3	3	3	3
ENSG00000265102	1	2	1	0	0	0
ENSG00000259688	0	0	0	0	0	0
ENSG00000259411	5	1	0	3	1	1
ENSG00000248079	19	12	10	30	18	18
ENSG00000259217	0	0	0	0	0	0
ENSG00000259245	4	4	3	4	1	1
ENSG00000265098	0	0	0	0	0	0
ENSG00000259639	0	0	0	1	0	0
ENSG00000259395	0	0	0	0	0	0
ENSG00000259737	1	0	1	0	0	0
ENSG00000270500	0	0	0	0	0	0
ENSG00000186073	302	291	325	437	370	370
ENSG00000261635	2	2	2	2	1	1
ENSG00000261315	2	0	2	1	0	0
ENSG00000260582	0	0	0	0	0	0
ENSG00000261191	0	0	0	0	0	0
ENSG00000223518	1	0	2	2	3	3
ENSG00000212511	0	0	0	0	0	0
ENSG00000259280	0	0	0	0	0	0
ENSG00000134138	531	431	537	767	706	706
ENSG00000277202	0	0	0	0	0	0
ENSG00000206676	0	0	0	0	0	0
ENSG00000259460	0	0	0	0	0	0
ENSG00000274444	2	2	2	3	5	5
ENSG00000274216	0	0	0	0	0	0
ENSG00000270304	0	0	0	0	0	0
ENSG00000259434	0	0	0	0	0	0
ENSG00000243122	0	0	0	0	0	0
ENSG00000166069	0	0	0	0	0	0
ENSG00000259225	0	0	0	0	0	0
ENSG00000236914	1	0	1	1	0	0
ENSG00000259380	0	0	0	0	1	1
ENSG00000166068	305	360	379	350	260	260
ENSG00000171262	1108	936	970	964	689	689
ENSG00000259192	0	0	0	0	1	1
ENSG00000172575	419	441	505	151	100	100
ENSG00000286786	5	8	19	6	7	7
ENSG00000259326	1	2	3	0	1	1
ENSG00000259598	0	0	0	0	0	0
ENSG00000175779	0	1	0	1	0	0
ENSG00000259731	0	0	0	0	0	0
ENSG00000274281	0	0	0	0	0	0
ENSG00000259345	17	21	20	31	26	26
ENSG00000259278	0	0	2	2	0	0
ENSG00000259423	0	0	0	0	0	0
ENSG00000175746	0	0	0	0	0	0
ENSG00000259447	0	0	0	0	0	0
ENSG00000259269	0	0	0	0	0	0
ENSG00000259390	0	0	0	0	0	0
ENSG00000137801	3713	3801	4852	5025	5179	5179
ENSG00000276107	5	17	11	6	9	9
ENSG00000278621	1	1	0	0	2	2
ENSG00000150667	6	2	6	4	5	5
ENSG00000259580	0	0	0	0	0	0
ENSG00000261136	13	10	15	13	11	11
ENSG00000166073	212	162	200	204	226	226
ENSG00000259432	0	0	0	0	0	0
ENSG00000246863	0	2	3	2	3	3
ENSG00000200305	0	0	0	0	0	0
ENSG00000128829	1045	969	1069	1158	894	894
ENSG00000259389	0	1	0	0	0	0
ENSG00000140319	3192	1765	2463	3168	3212	3212
ENSG00000248508	41	37	47	63	59	59
ENSG00000259584	0	0	1	0	0	0
ENSG00000275636	0	0	1	0	0	0
ENSG00000104081	623	447	657	1619	1539	1539
ENSG00000259409	0	0	0	0	0	0
ENSG00000259239	0	0	0	0	0	0
ENSG00000156970	949	969	967	564	502	502
ENSG00000137843	111	72	110	101	167	167
ENSG00000259288	1	0	0	0	0	0
ENSG00000273786	0	1	0	0	0	0
ENSG00000260648	0	0	0	0	0	0
ENSG00000279537	0	0	0	1	0	0
ENSG00000176753	7	7	7	9	3	3
ENSG00000279409	0	0	0	1	0	0
ENSG00000137841	14	4	10	4	10	10
ENSG00000230778	0	0	0	0	0	0
ENSG00000273855	0	0	0	0	0	0
ENSG00000259307	0	0	0	0	0	0
ENSG00000244705	1	0	0	1	0	0
ENSG00000259198	0	0	0	0	1	1
ENSG00000259330	159	119	89	126	87	87
ENSG00000188549	14	12	14	18	23	23
ENSG00000252714	0	0	0	0	0	0
ENSG00000233041	0	0	0	0	0	0
ENSG00000140323	23	16	31	26	42	42
ENSG00000259368	0	0	0	0	0	0
ENSG00000128944	733	535	548	428	372	372
ENSG00000128928	2105	1452	1859	2028	2305	2305
ENSG00000140320	1064	539	951	786	1147	1147
ENSG00000259364	1	1	1	0	0	0
ENSG00000259211	0	0	1	1	0	0
ENSG00000169105	300	173	259	261	323	323
ENSG00000244251	9	2	3	2	1	1
ENSG00000259536	2	2	0	2	0	0
ENSG00000128891	189	155	173	272	281	281
ENSG00000223313	0	0	0	0	1	1
ENSG00000166133	219	115	145	150	180	180
ENSG00000203573	0	0	0	0	0	0
ENSG00000137812	633	943	899	577	452	452
ENSG00000265814	0	0	0	1	0	0
ENSG00000259254	0	0	0	1	0	0
ENSG00000245849	47	71	86	63	72	72
ENSG00000051180	734	514	562	283	220	220
ENSG00000137824	1137	703	967	1064	1139	1139
ENSG00000271236	2	0	0	0	0	0
ENSG00000137880	6	1	6	0	8	8
ENSG00000104129	265	122	184	231	260	260
ENSG00000188277	22	14	23	13	24	24
ENSG00000166140	585	340	608	536	774	774
ENSG00000166143	3	1	0	2	5	5
ENSG00000261183	120	81	84	106	115	115
ENSG00000166145	2790	1440	2369	3145	4330	4330
ENSG00000104140	328	233	286	330	469	469
ENSG00000274798	0	0	0	1	0	0
ENSG00000104142	549	306	564	579	903	903
ENSG00000251161	6	5	3	4	7	7
ENSG00000128917	16	7	12	11	15	15
ENSG00000259405	5	0	4	7	3	3
ENSG00000128965	36	18	36	32	54	54
ENSG00000128908	1203	1102	1289	1090	992	992
ENSG00000259617	1	0	0	0	0	0
ENSG00000259463	0	0	0	0	0	0
ENSG00000259521	1	0	2	0	0	0
ENSG00000280036	0	0	0	0	0	0
ENSG00000259547	0	0	0	0	0	0
ENSG00000283133	0	0	0	0	0	0
ENSG00000157021	4	5	5	5	3	3
ENSG00000178997	2	2	0	3	0	0
ENSG00000240847	0	0	0	0	0	0
ENSG00000187446	1654	1396	1633	2328	2082	2082
ENSG00000247556	1384	1510	1614	1594	1102	1102
ENSG00000285920	0	0	0	0	0	0
ENSG00000104147	100	66	62	61	46	46
ENSG00000137804	2	5	1	2	2	2
ENSG00000259396	0	0	0	0	1	1
ENSG00000137806	234	161	153	232	163	163
ENSG00000137815	1659	1486	1729	1880	1579	1579
ENSG00000200407	0	0	0	0	0	0
ENSG00000137825	52	23	50	21	25	25
ENSG00000062524	8	1	1	3	4	4
ENSG00000103932	496	304	542	387	568	568
ENSG00000259838	5	1	0	2	1	1
ENSG00000092445	499	329	486	375	468	468
ENSG00000260926	0	0	0	0	0	0
ENSG00000174197	1011	1662	1663	1333	1075	1075
ENSG00000207766	0	0	0	0	0	0
ENSG00000270702	0	0	0	0	0	0
ENSG00000260814	0	0	0	0	0	0
ENSG00000137802	173	152	246	184	252	252
ENSG00000250379	0	0	0	0	0	0
ENSG00000243789	5	4	9	4	2	2
ENSG00000168970	68	60	101	39	111	111
ENSG00000243708	6	10	6	4	4	4
ENSG00000137877	17	16	28	18	43	43
ENSG00000200293	0	0	0	1	0	0
ENSG00000264850	0	0	0	0	0	0
ENSG00000174171	0	0	0	0	0	0
ENSG00000103966	754	484	663	754	895	895
ENSG00000278493	3	3	0	2	2	2
ENSG00000259883	0	3	0	0	1	1
ENSG00000246740	1	2	4	4	5	5
ENSG00000188089	0	0	0	1	0	0
ENSG00000257797	0	0	0	0	0	0
ENSG00000159337	0	0	1	0	0	0
ENSG00000168907	150	75	128	124	164	164
ENSG00000166887	1374	1207	1484	1656	1752	1752
ENSG00000207712	0	0	0	0	0	0
ENSG00000261002	0	1	0	0	0	0
ENSG00000103978	1242	1068	1131	1435	1092	1092
ENSG00000214013	168	135	140	170	149	149
ENSG00000260571	1	0	0	0	0	0
ENSG00000258461	0	0	1	1	0	0
ENSG00000092529	1	3	8	3	9	9
ENSG00000103994	1548	2145	2270	1725	1510	1510
ENSG00000201077	0	0	0	0	0	0
ENSG00000092531	243	256	287	426	379	379
ENSG00000261684	0	1	0	0	0	0
ENSG00000285942	0	0	0	0	0	0
ENSG00000180979	196	177	183	221	170	170
ENSG00000137814	651	568	666	547	417	417
ENSG00000261822	0	0	0	0	0	0
ENSG00000260490	2	4	7	0	2	2
ENSG00000159433	15	20	25	7	8	8
ENSG00000260282	0	0	0	0	0	0
ENSG00000140326	388	259	416	287	384	384
ENSG00000278769	0	0	0	0	0	0
ENSG00000274403	8	0	4	0	3	3
ENSG00000128881	118	239	207	204	183	183
ENSG00000246283	0	0	0	0	0	0
ENSG00000286877	0	1	1	0	0	0
ENSG00000260799	0	1	1	0	0	0
ENSG00000254793	0	0	2	0	0	0
ENSG00000159459	602	713	773	832	626	626
ENSG00000285080	0	0	0	0	0	0
ENSG00000281269	0	0	0	0	0	0
ENSG00000205871	19	18	12	4	5	5
ENSG00000137842	270	179	251	316	234	234
ENSG00000260928	1	1	1	0	0	0
ENSG00000285117	0	0	0	0	0	0
ENSG00000261687	0	0	0	0	0	0
ENSG00000166946	618	458	556	972	830	830
ENSG00000166947	0	0	0	0	0	0
ENSG00000104055	0	0	0	0	1	1
ENSG00000202211	0	0	0	0	0	0
ENSG00000261679	1	1	0	0	0	0
ENSG00000159495	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0
ENSG00000168806	506	381	407	337	267	267
ENSG00000168803	310	242	287	310	235	235
ENSG00000140265	638	768	762	758	761	761
ENSG00000137822	528	473	561	408	372	372
ENSG00000243871	0	0	0	0	0	0
ENSG00000067369	1308	1353	1501	1387	1313	1313
ENSG00000166963	110	110	146	63	57	57
ENSG00000168781	441	331	385	424	481	481
ENSG00000237289	128	65	99	108	94	94
ENSG00000242866	3	1	3	5	3	3
ENSG00000222398	0	0	0	0	0	0
ENSG00000284772	0	0	0	0	0	0
ENSG00000166762	45	60	52	31	47	47
ENSG00000206991	0	0	0	0	0	0
ENSG00000275601	3	2	1	1	2	2
ENSG00000224677	0	0	0	0	0	0
ENSG00000249839	3	2	6	5	1	1
ENSG00000223572	99	84	74	88	79	79
ENSG00000166763	0	0	3	3	1	1
ENSG00000201136	1	0	0	0	0	0
ENSG00000205771	11	7	6	12	11	11
ENSG00000206589	0	0	0	0	0	0
ENSG00000167004	3811	2935	3006	3246	2357	2357
ENSG00000128886	8	9	11	4	11	11
ENSG00000262560	0	0	0	0	0	0
ENSG00000140264	3992	1573	2943	2660	4132	4132
ENSG00000221792	0	0	0	0	0	0
ENSG00000184716	0	0	0	0	0	0
ENSG00000242028	26	29	19	6	25	25
ENSG00000140259	1149	883	925	1343	1094	1094
ENSG00000092470	616	556	583	295	235	235
ENSG00000200391	0	0	0	0	0	0
ENSG00000171877	169	126	138	196	154	154
ENSG00000227973	2	1	4	5	4	4
ENSG00000185607	0	1	2	0	2	2
ENSG00000224055	2	1	0	0	0	0
ENSG00000166734	1474	1348	1476	2021	1456	1456
ENSG00000250130	0	0	1	0	1	1
ENSG00000259499	0	0	0	0	0	0
ENSG00000259595	0	1	1	0	0	0
ENSG00000137770	1056	1081	1179	1203	840	840
ENSG00000259335	0	0	0	0	0	0
ENSG00000259563	0	2	3	3	0	0
ENSG00000179523	216	153	175	231	213	213
ENSG00000104131	1768	1406	1516	1365	917	917
ENSG00000259659	1	3	3	0	2	2
ENSG00000104133	1315	1484	1720	1823	1408	1408
ENSG00000229474	22	17	17	30	35	35
ENSG00000206957	0	0	0	0	0	0
ENSG00000166710	12109	8717	9566	13357	10511	10511
ENSG00000185880	276	198	224	313	279	279
ENSG00000276121	0	0	0	0	0	0
ENSG00000259479	28	14	35	12	23	23
ENSG00000259187	0	0	0	0	0	0
ENSG00000238845	0	0	0	0	0	0
ENSG00000212424	0	0	0	0	0	0
ENSG00000259742	0	0	0	0	0	0
ENSG00000259231	0	0	0	0	0	0
ENSG00000252117	0	0	0	0	0	0
ENSG00000167014	0	0	0	0	0	0
ENSG00000252475	0	0	0	0	0	0
ENSG00000259304	0	0	0	0	0	0
ENSG00000252288	0	0	0	0	0	0
ENSG00000212550	0	0	0	0	0	0
ENSG00000140263	284	199	251	187	213	213
ENSG00000259418	0	0	0	0	0	0
ENSG00000252171	0	0	0	0	1	1
ENSG00000259352	0	0	0	0	0	0
ENSG00000140279	3	4	6	3	7	7
ENSG00000140274	0	0	0	0	0	0
ENSG00000140254	3	3	3	1	2	2
ENSG00000137857	14	7	15	9	17	17
ENSG00000259539	0	0	0	0	0	0
ENSG00000138606	50	23	55	46	80	80
ENSG00000259519	0	0	0	0	0	0
ENSG00000259932	1	0	0	0	0	0
ENSG00000260035	2	0	0	0	1	1
ENSG00000279014	0	0	0	0	0	0
ENSG00000261709	0	0	0	0	0	0
ENSG00000259338	0	0	0	0	1	1
ENSG00000259520	1	1	4	3	4	4
ENSG00000137860	2	4	1	6	6	6
ENSG00000285597	1	1	0	2	2	2
ENSG00000235390	0	0	0	0	0	0
ENSG00000259433	0	0	0	0	0	0
ENSG00000238941	0	0	0	0	0	0
ENSG00000171766	3	4	5	9	9	9
ENSG00000275672	0	0	0	0	0	0
ENSG00000171763	300	196	182	209	151	151
ENSG00000166920	48	44	42	47	42	42
ENSG00000259342	0	0	0	0	0	0
ENSG00000284386	0	0	0	0	0	0
ENSG00000259354	0	5	2	1	5	5
ENSG00000104154	38	44	53	83	57	57
ENSG00000179362	7	1	4	4	3	3
ENSG00000207516	0	0	0	0	0	0
ENSG00000259681	0	0	0	0	0	0
ENSG00000259427	0	0	0	0	0	0
ENSG00000275709	5	4	2	1	2	2
ENSG00000104164	888	846	836	980	707	707
ENSG00000260170	0	0	0	0	0	0
ENSG00000200419	0	0	0	0	0	0
ENSG00000137767	360	233	227	421	314	314
ENSG00000273972	0	0	0	0	1	1
ENSG00000259200	0	0	0	2	0	0
ENSG00000259743	0	0	0	0	0	0
ENSG00000287020	0	0	0	0	0	0
ENSG00000259593	0	0	0	0	0	0
ENSG00000238819	0	0	0	0	0	0
ENSG00000285934	0	0	0	0	0	0
ENSG00000287704	0	0	0	0	0	0
ENSG00000238456	0	0	0	0	0	0
ENSG00000259255	0	0	0	0	0	0
ENSG00000223308	0	0	0	0	0	0
ENSG00000259509	0	0	0	0	0	0
ENSG00000284540	0	0	0	0	0	0
ENSG00000137872	2	2	2	8	10	10
ENSG00000222343	0	0	0	0	0	0
ENSG00000259554	0	0	0	0	0	0
ENSG00000259221	0	0	0	0	0	0
ENSG00000259360	0	0	0	0	0	0
ENSG00000259740	0	0	0	0	0	0
ENSG00000259588	0	0	0	0	0	0
ENSG00000213862	7	10	5	2	4	4
ENSG00000259572	0	0	0	0	0	0
ENSG00000259754	0	0	0	0	0	0
ENSG00000259730	0	0	0	0	0	0
